filename,param_count,run,compilation_time,job_id,node
0-param.sac,0,1,.333314164,6476732,cn132
0-param.sac,0,2,.026829671,6476732,cn132
0-param.sac,0,3,.022120609,6476732,cn132
0-param.sac,0,4,.025308258,6476732,cn132
0-param.sac,0,5,.022011034,6476732,cn132
0-param.sac,0,6,.022514268,6476732,cn132
0-param.sac,0,7,.022140357,6476732,cn132
0-param.sac,0,8,.023995867,6476732,cn132
0-param.sac,0,9,.022623182,6476732,cn132
0-param.sac,0,10,.024503770,6476732,cn132
1-param.sac,1,1,.297052011,6476733,cn132
1-param.sac,1,2,.028077973,6476733,cn132
1-param.sac,1,3,.022919939,6476733,cn132
1-param.sac,1,4,.025477716,6476733,cn132
1-param.sac,1,5,.023236833,6476733,cn132
1-param.sac,1,6,.021457737,6476733,cn132
1-param.sac,1,7,.021980066,6476733,cn132
1-param.sac,1,8,.023939060,6476733,cn132
1-param.sac,1,9,.023719408,6476733,cn132
1-param.sac,1,10,.024576466,6476733,cn132
2-param.sac,2,1,.024825012,6476734,cn132
2-param.sac,2,2,.022272154,6476734,cn132
2-param.sac,2,3,.024555196,6476734,cn132
2-param.sac,2,4,.023843852,6476734,cn132
2-param.sac,2,5,.021539490,6476734,cn132
2-param.sac,2,6,.023754664,6476734,cn132
2-param.sac,2,7,.023040845,6476734,cn132
2-param.sac,2,8,.022124687,6476734,cn132
2-param.sac,2,9,.021112929,6476734,cn132
2-param.sac,2,10,.021825796,6476734,cn132
3-param.sac,3,1,.025741380,6476735,cn132
3-param.sac,3,2,.023362849,6476735,cn132
3-param.sac,3,3,.025559459,6476735,cn132
3-param.sac,3,4,.022347385,6476735,cn132
3-param.sac,3,5,.021996296,6476735,cn132
3-param.sac,3,6,.022091255,6476735,cn132
3-param.sac,3,7,.022449446,6476735,cn132
3-param.sac,3,8,.021984524,6476735,cn132
3-param.sac,3,9,.021496439,6476735,cn132
3-param.sac,3,10,.021049260,6476735,cn132
4-param.sac,4,1,.036016913,6476736,cn132
4-param.sac,4,2,.025352321,6476736,cn132
4-param.sac,4,3,.027696858,6476736,cn132
4-param.sac,4,4,.023450083,6476736,cn132
4-param.sac,4,5,.021885398,6476736,cn132
4-param.sac,4,6,.022155124,6476736,cn132
4-param.sac,4,7,.024302582,6476736,cn132
4-param.sac,4,8,.023223718,6476736,cn132
4-param.sac,4,9,.022717068,6476736,cn132
4-param.sac,4,10,.019842717,6476736,cn132
5-param.sac,5,1,.030769351,6476737,cn132
5-param.sac,5,2,.023511167,6476737,cn132
5-param.sac,5,3,.022620277,6476737,cn132
5-param.sac,5,4,.025064821,6476737,cn132
5-param.sac,5,5,.024759809,6476737,cn132
5-param.sac,5,6,.020789513,6476737,cn132
5-param.sac,5,7,.024307962,6476737,cn132
5-param.sac,5,8,.022557369,6476737,cn132
5-param.sac,5,9,.024912937,6476737,cn132
5-param.sac,5,10,.025625443,6476737,cn132
6-param.sac,6,1,.030542496,6476738,cn132
6-param.sac,6,2,.028422519,6476738,cn132
6-param.sac,6,3,.024547521,6476738,cn132
6-param.sac,6,4,.028354722,6476738,cn132
6-param.sac,6,5,.027074811,6476738,cn132
6-param.sac,6,6,.025368311,6476738,cn132
6-param.sac,6,7,.024045249,6476738,cn132
6-param.sac,6,8,.022367983,6476738,cn132
6-param.sac,6,9,.022235004,6476738,cn132
6-param.sac,6,10,.023204573,6476738,cn132
7-param.sac,7,1,.021771645,6476739,cn132
7-param.sac,7,2,.022023097,6476739,cn132
7-param.sac,7,3,.020844876,6476739,cn132
7-param.sac,7,4,.025335570,6476739,cn132
7-param.sac,7,5,.022008158,6476739,cn132
7-param.sac,7,6,.025004198,6476739,cn132
7-param.sac,7,7,.022437664,6476739,cn132
7-param.sac,7,8,.020555434,6476739,cn132
7-param.sac,7,9,.023103613,6476739,cn132
7-param.sac,7,10,.023024354,6476739,cn132
8-param.sac,8,1,.022668928,6476740,cn132
8-param.sac,8,2,.023282899,6476740,cn132
8-param.sac,8,3,.022806546,6476740,cn132
8-param.sac,8,4,.034753143,6476740,cn132
8-param.sac,8,5,.024243822,6476740,cn132
8-param.sac,8,6,.025031329,6476740,cn132
8-param.sac,8,7,.021739384,6476740,cn132
8-param.sac,8,8,.021629428,6476740,cn132
8-param.sac,8,9,.021229939,6476740,cn132
8-param.sac,8,10,.019489395,6476740,cn132
9-param.sac,9,1,.022387881,6476741,cn132
9-param.sac,9,2,.022037714,6476741,cn132
9-param.sac,9,3,.022688194,6476741,cn132
9-param.sac,9,4,.022690799,6476741,cn132
9-param.sac,9,5,.035562020,6476741,cn132
9-param.sac,9,6,.020975842,6476741,cn132
9-param.sac,9,7,.024033888,6476741,cn132
9-param.sac,9,8,.027909376,6476741,cn132
9-param.sac,9,9,.019988521,6476741,cn132
9-param.sac,9,10,.022263447,6476741,cn132
10-param.sac,10,1,.022549554,6476742,cn132
10-param.sac,10,2,.021804056,6476742,cn132
10-param.sac,10,3,.019890547,6476742,cn132
10-param.sac,10,4,.020337114,6476742,cn132
10-param.sac,10,5,.022078050,6476742,cn132
10-param.sac,10,6,.021627485,6476742,cn132
10-param.sac,10,7,.023487372,6476742,cn132
10-param.sac,10,8,.021468426,6476742,cn132
10-param.sac,10,9,.021165478,6476742,cn132
10-param.sac,10,10,.018766669,6476742,cn132
11-param.sac,11,1,.021029453,6476743,cn132
11-param.sac,11,2,.020707379,6476743,cn132
11-param.sac,11,3,.021237723,6476743,cn132
11-param.sac,11,4,.020934796,6476743,cn132
11-param.sac,11,5,.023417452,6476743,cn132
11-param.sac,11,6,.022103257,6476743,cn132
11-param.sac,11,7,.020971334,6476743,cn132
11-param.sac,11,8,.019694890,6476743,cn132
11-param.sac,11,9,.019606474,6476743,cn132
11-param.sac,11,10,.019905805,6476743,cn132
12-param.sac,12,1,.033639364,6476744,cn132
12-param.sac,12,2,.023397364,6476744,cn132
12-param.sac,12,3,.019704107,6476744,cn132
12-param.sac,12,4,.021286795,6476744,cn132
12-param.sac,12,5,.020475574,6476744,cn132
12-param.sac,12,6,.021550210,6476744,cn132
12-param.sac,12,7,.020725842,6476744,cn132
12-param.sac,12,8,.019873545,6476744,cn132
12-param.sac,12,9,.022242758,6476744,cn132
12-param.sac,12,10,.023730409,6476744,cn132
13-param.sac,13,1,.035683428,6476745,cn132
13-param.sac,13,2,.021850994,6476745,cn132
13-param.sac,13,3,.020668657,6476745,cn132
13-param.sac,13,4,.020007747,6476745,cn132
13-param.sac,13,5,.021998561,6476745,cn132
13-param.sac,13,6,.020022043,6476745,cn132
13-param.sac,13,7,.019930311,6476745,cn132
13-param.sac,13,8,.020361028,6476745,cn132
13-param.sac,13,9,.022158450,6476745,cn132
13-param.sac,13,10,.022622200,6476745,cn132
14-param.sac,14,1,.028714808,6476746,cn132
14-param.sac,14,2,.021667539,6476746,cn132
14-param.sac,14,3,.019551541,6476746,cn132
14-param.sac,14,4,.022343347,6476746,cn132
14-param.sac,14,5,.022094139,6476746,cn132
14-param.sac,14,6,.024067571,6476746,cn132
14-param.sac,14,7,.023961863,6476746,cn132
14-param.sac,14,8,.020404882,6476746,cn132
14-param.sac,14,9,.020493237,6476746,cn132
14-param.sac,14,10,.018247355,6476746,cn132
15-param.sac,15,1,.020409701,6476747,cn132
15-param.sac,15,2,.019737850,6476747,cn132
15-param.sac,15,3,.020176152,6476747,cn132
15-param.sac,15,4,.019811237,6476747,cn132
15-param.sac,15,5,.021113139,6476747,cn132
15-param.sac,15,6,.020755449,6476747,cn132
15-param.sac,15,7,.019330536,6476747,cn132
15-param.sac,15,8,.020277983,6476747,cn132
15-param.sac,15,9,.019356335,6476747,cn132
15-param.sac,15,10,.022613865,6476747,cn132
16-param.sac,16,1,.022440008,6476748,cn132
16-param.sac,16,2,.021526415,6476748,cn132
16-param.sac,16,3,.020106431,6476748,cn132
16-param.sac,16,4,.020746101,6476748,cn132
16-param.sac,16,5,.019316711,6476748,cn132
16-param.sac,16,6,.020485873,6476748,cn132
16-param.sac,16,7,.021147805,6476748,cn132
16-param.sac,16,8,.021223176,6476748,cn132
16-param.sac,16,9,.017881038,6476748,cn132
16-param.sac,16,10,.019410337,6476748,cn132
17-param.sac,17,1,.020335891,6476749,cn132
17-param.sac,17,2,.019711711,6476749,cn132
17-param.sac,17,3,.021448139,6476749,cn132
17-param.sac,17,4,.019521334,6476749,cn132
17-param.sac,17,5,.019922277,6476749,cn132
17-param.sac,17,6,.020049485,6476749,cn132
17-param.sac,17,7,.020708200,6476749,cn132
17-param.sac,17,8,.019572451,6476749,cn132
17-param.sac,17,9,.019944508,6476749,cn132
17-param.sac,17,10,.019968523,6476749,cn132
18-param.sac,18,1,.022012356,6476750,cn132
18-param.sac,18,2,.022177436,6476750,cn132
18-param.sac,18,3,.021512729,6476750,cn132
